ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2019-05-11,74.64793821199133,68.54895903603284,70.82420817156469,74.64793821199133,74.64793821199133,-4.993441593451863,-4.993441593451863,-4.993441593451863,0.024297624121454482,0.024297624121454482,0.024297624121454482,-5.017739217573316,-5.017739217573316,-5.017739217573316,0.0,0.0,0.0,69.65449661853947
2019-05-12,74.53112064395934,68.5200983717637,70.64319591302186,74.53112064395934,74.53112064395934,-4.975971751210036,-4.975971751210036,-4.975971751210036,-0.0003025967076705594,-0.0003025967076705594,-0.0003025967076705594,-4.975669154502365,-4.975669154502365,-4.975669154502365,0.0,0.0,0.0,69.5551488927493
2019-05-13,74.41430307592736,68.28179721918434,70.46955437744651,74.41430307592736,74.41430307592736,-5.036834779424473,-5.036834779424473,-5.036834779424473,-0.10131879899662836,-0.10131879899662836,-0.10131879899662836,-4.935515980427844,-4.935515980427844,-4.935515980427844,0.0,0.0,0.0,69.3774682965029
2019-05-14,74.29748550789537,68.29447988880794,70.6060998844334,74.29748550789537,74.29748550789537,-4.827913852267819,-4.827913852267819,-4.827913852267819,0.0689076887716216,0.0689076887716216,0.0689076887716216,-4.89682154103944,-4.89682154103944,-4.89682154103944,0.0,0.0,0.0,69.46957165562756
2019-05-17,73.94703280379942,68.01631432155818,70.23236955939497,73.94703280379942,73.94703280379942,-4.830243924926701,-4.830243924926701,-4.830243924926701,-0.046035939200036645,-0.046035939200036645,-0.046035939200036645,-4.784207985726664,-4.784207985726664,-4.784207985726664,0.0,0.0,0.0,69.11678887887271
2019-05-18,73.83021523576744,67.95244174649955,70.27812869503138,73.83021523576744,73.83021523576744,-4.721620673254874,-4.721620673254874,-4.721620673254874,0.02429762412156584,0.02429762412156584,0.02429762412156584,-4.745918297376439,-4.745918297376439,-4.745918297376439,0.0,0.0,0.0,69.10859456251256
2019-05-20,73.59658009970347,67.71748526148838,69.99682684798421,73.59658009970347,73.59658009970347,-4.7659831226333615,-4.7659831226333615,-4.7659831226333615,-0.10131879899670321,-0.10131879899670321,-0.10131879899670321,-4.664664323636658,-4.664664323636658,-4.664664323636658,0.0,0.0,0.0,68.83059697707012
2019-05-21,73.47976253167148,67.81693356381591,70.11132824165458,73.47976253167148,73.47976253167148,-4.551632781084959,-4.551632781084959,-4.551632781084959,0.06890768877171474,0.06890768877171474,0.06890768877171474,-4.6205404698566745,-4.6205404698566745,-4.6205404698566745,0.0,0.0,0.0,68.92812975058652
2019-05-23,73.24612739560752,67.5192825389364,69.76510101057914,73.24612739560752,73.24612739560752,-4.55687914389406,-4.55687914389406,-4.55687914389406,-0.034309535375054476,-0.034309535375054476,-0.034309535375054476,-4.522569608519006,-4.522569608519006,-4.522569608519006,0.0,0.0,0.0,68.68924825171345
2019-05-24,73.12930982757554,67.51980542144746,69.79658277727401,73.12930982757554,73.12930982757554,-4.513763341206652,-4.513763341206652,-4.513763341206652,-0.04603593919979101,-0.04603593919979101,-0.04603593919979101,-4.467727402006861,-4.467727402006861,-4.467727402006861,0.0,0.0,0.0,68.61554648636888
2019-05-25,73.01249225954355,67.54915637039608,69.69173725527968,73.01249225954355,73.01249225954355,-4.384085023225902,-4.384085023225902,-4.384085023225902,0.024297624121604345,0.024297624121604345,0.024297624121604345,-4.408382647347506,-4.408382647347506,-4.408382647347506,0.0,0.0,0.0,68.62840723631764
